评论内容,点赞数,评分,tokens,点赞权值,评分情感,sentiment_prediction_snownlp,sentiment_snownlp,sentiment_prediction_LSTM,sentiment_LSTM
不错~~~~~,0,5.0,['不错'],1.0,1,0.9287519165790667,1,"[0.9929426908493042, 0.007043469697237015]",1
大爱翁恺老师,0,5.0,"['大爱', '翁恺']",1.0,1,0.857516717819037,1,"[0.9965156316757202, 0.0036699208430945873]",1
学习使我快乐，一直学习一直快乐！！,0,5.0,"['快乐', '快乐']",1.0,1,0.9998003676583465,1,"[0.6368682980537415, 0.36401891708374023]",1
"最喜欢的老师
",0,5.0,['喜欢'],1.0,1,0.9474551048115186,1,"[0.9760550856590271, 0.022457744926214218]",1
很好很贴心,0,5.0,"['好', '贴心']",1.0,1,0.9960772772656491,1,"[0.950283944606781, 0.05038188025355339]",1
"逻辑清晰，非常好
",0,5.0,"['逻辑', '清晰', '好']",1.0,1,0.9126854957748192,1,"[0.988764762878418, 0.010234531946480274]",1
"我又找来了。
进阶课，嘿嘿嘿。。",0,5.0,"['找', '进阶', '课', '嘿嘿嘿']",1.0,1,0.9473784399412529,1,"[0.9939633011817932, 0.006407827604562044]",1
很棒一直在看,0,5.0,['很棒'],1.0,1,0.8913880215341153,1,"[0.9874020218849182, 0.012155321426689625]",1
"翁恺老师好帅
",0,5.0,"['翁恺', '好帅']",1.0,1,0.7606009338486748,1,"[0.982513964176178, 0.01805650070309639]",1
太棒了讲的很明白,0,4.0,"['太棒了', '明白']",1.0,1,0.9706150598049827,1,"[0.9944164752960205, 0.005785809364169836]",1
收藏了慢慢学习,0,5.0,"['收藏', '慢慢']",1.0,1,0.9822109532724836,1,"[0.9927171468734741, 0.00729164807125926]",1
翁老师讲的很好，很多细节都会提到，让我也注意到了很多平时不会注意的问题。,0,5.0,"['翁', '好', '细节', '提到', '平时']",1.0,1,0.9982876280388636,1,"[0.9710210561752319, 0.029213810339570045]",1
"#include<iostream>
#include<string>
using namespace std;
void main(void){
string a='非常非常好!';
cout<<a;
return 0;
}",0,5.0,['好'],1.0,1,0.327294546062721,-1,"[0.994576096534729, 0.005525882821530104]",1
老师讲的很棒，希望多讲一下同类课程,0,5.0,"['很棒', '希望', '同类']",1.0,1,0.9987712278350244,1,"[0.9773219227790833, 0.023029163479804993]",1
好好好非常好,0,5.0,"['好好', '好', '好']",1.0,1,0.7949452253753052,1,"[0.9545318484306335, 0.04598458111286163]",1
老师讲的很好，受益匪浅,0,5.0,"['好', '受益匪浅']",1.0,1,0.9970881620625973,1,"[0.9688794016838074, 0.030675353482365608]",1
对C语言有了很深的认识,0,5.0,['深'],1.0,1,0.6127297379949873,1,"[0.9952993392944336, 0.005090173799544573]",1
课程设置的还不错，但希望C语言进阶部分的课件能及时更新，一直用10几年前的课件实在是影响学习,0,5.0,"['设置', '不错', '希望', '进阶', '课件', '更新', '几年', '前', '课件', '实在', '影响']",1.0,1,0.7782222339963042,1,"[0.54319167137146, 0.46035897731781006]",0
老师讲的非常好，如果早点儿碰到就更好了,0,4.0,"['好', '早点儿', '碰到', '更好']",1.0,1,0.9641246264342159,1,"[0.9765163064002991, 0.02437826804816723]",1
翁恺老师很棒，但视频排序有点混乱,0,4.0,"['翁恺', '很棒', '视频', '排序', '混乱']",1.0,1,0.660802797026411,1,"[0.9423398971557617, 0.05813746899366379]",1
jiangdehenhao,0,5.0,[],1.0,1,0.5,0,"[0.507939875125885, 0.49732619524002075]",0
感jio还可以,0,5.0,['感'],1.0,1,0.7147715605756852,1,"[0.9801013469696045, 0.02071683295071125]",1
喜欢翁恺老师的课，很满意,0,5.0,"['喜欢', '翁恺', '课', '满意']",1.0,1,0.9871002902659203,1,"[0.9912306070327759, 0.008199693635106087]",1
讲的很好呦，而且老师声音好有磁性啊，好好听,0,5.0,"['好', '呦', '好', '磁性', '好好', '听']",1.0,1,0.9518650348225114,1,"[0.9801219701766968, 0.020287934690713882]",1
很好的老师，讲解由浅入深,0,5.0,"['好', '讲解', '由浅入深']",1.0,1,0.9994158681668103,1,"[0.8151262998580933, 0.18151205778121948]",1
可以说是全网最好的C语言入门教程之一了,0,5.0,"['说', '全网', '入门教程']",1.0,1,0.5047653538173448,0,"[0.9974820017814636, 0.0026612188667058945]",1
"老师讲的非常好  能学到很多
",0,5.0,"['好', '学到']",1.0,1,0.9883804390800572,1,"[0.9440907835960388, 0.05345800518989563]",1
考核方式有问题,0,1.0,"['考核', '方式']",1.0,-1,0.7908500564311417,1,"[0.00607265392318368, 0.9935192465782166]",-1
翁老师的课太棒了,0,5.0,"['翁', '课', '太棒了']",1.0,1,0.9880598821095433,1,"[0.993658721446991, 0.007055205292999744]",1
课程安排很合理，讲解的要点都很到位，翁老师挺好的,0,4.0,"['安排', '讲解', '要点', '到位', '翁', '好']",1.0,1,0.999971071151769,1,"[0.9596469402313232, 0.039315786212682724]",1
学有所感，学有所获,0,5.0,"['学', '感', '学', '获']",1.0,1,0.6497064059054447,1,"[0.9934462904930115, 0.006719362456351519]",1
太喜欢翁老师了，以前最害怕程序设计了，但自从学了这门课后收获很多，对编程的恐惧感也消除了。老师以后一定要多出一些课呀。我打算全部都看,0,5.0,"['喜欢', '翁', '害怕', '程序设计', '学了', '这门', '课后', '收获', '编程', '恐惧感', '消除', '多出', '课', '打算']",1.0,1,0.9999706848230101,1,"[0.9960795044898987, 0.0037710166070610285]",1
很好，不同于一般的网课，收获了很多,0,5.0,"['好', '不同于', '网课', '收获']",1.0,1,0.9614042603996915,1,"[0.2567898631095886, 0.7466307282447815]",-1
very nice,0,5.0,[],1.0,1,0.8,1,"[0.9111114144325256, 0.08622033149003983]",1
讲的挺好！,0,5.0,['好'],1.0,1,0.8871749715782216,1,"[0.9635958671569824, 0.03541763126850128]",1
讲得很好，特别好,0,5.0,"['讲得', '好', '特别', '好']",1.0,1,0.9319869931649799,1,"[0.8890677690505981, 0.11176777631044388]",1
good。。。,0,5.0,[],1.0,1,0.5,0,"[0.7658170461654663, 0.23419323563575745]",1
翁老师讲解得很好，我学习到了很多，非常感谢,0,5.0,"['翁', '讲解', '好', '非常感谢']",1.0,1,0.9996789027392423,1,"[0.9930724501609802, 0.007004273124039173]",1
很好，很有用,0,5.0,"['好', '有用']",1.0,1,0.8677106002706121,1,"[0.9759348630905151, 0.023098336532711983]",1
非常好，翁恺老师良师益友,0,5.0,"['好', '翁恺', '良师益友']",1.0,1,0.9800247778311669,1,"[0.9785656332969666, 0.02156730368733406]",1
在翁老师课上，概念的讲解非常清晰 ，而且对具体的实例分析也讲解的非常到位，填补了学生在C语言知识上的缺漏，非常感谢翁老师的课程 。学生还会回来再看的 ,0,5.0,"['翁', '课上', '概念', '讲解', '清晰', '实例', '分析', '讲解', '到位', '填补', '学生', '知识', '缺漏', '非常感谢', '翁', '学生', '还会', '回来']",1.0,1,0.999999998505755,1,"[0.9850659370422363, 0.013960467651486397]",1
深入浅出，娓娓道来。详略得当，简明扼要。,0,5.0,"['深入浅出', '娓娓道来', '详略', '得当', '简明扼要']",1.0,1,0.9993913162186169,1,"[0.9962743520736694, 0.003451676107943058]",1
学习很有收获，谢谢老师的讲解。,0,5.0,"['收获', '谢谢', '讲解']",1.0,1,0.9997433911628693,1,"[0.7971934080123901, 0.2029501348733902]",1
11111,0,4.0,[],1.0,1,0.5,0,"[0.5938769578933716, 0.4095502495765686]",0
收获颇多，老师教的很好,0,5.0,"['收获', '教', '好']",1.0,1,0.9968052834178954,1,"[0.9002300500869751, 0.10023920238018036]",1
"非常好！强烈推荐
",0,5.0,"['好', '强烈推荐']",1.0,1,0.7471025967394243,1,"[0.985559344291687, 0.01384513359516859]",1
111111111,0,5.0,[],1.0,1,0.5,0,"[0.5320800542831421, 0.46726953983306885]",0
老师讲解的非常非常的好，要点提炼得非常非常到位，话不多说，12个大大的赞走起！,0,5.0,"['讲解', '好', '要点', '提炼', '到位', '话', '说', '大大的', '赞走']",1.0,1,0.9996648716042177,1,"[0.9609118700027466, 0.03926929831504822]",1
非常非常喜欢,0,5.0,['喜欢'],1.0,1,0.6994590939824207,1,"[0.9913712739944458, 0.0089707737788558]",1
好想再听老师新开设的课程,0,5.0,"['好', '想', '听', '新开设']",1.0,1,0.852904536935226,1,"[0.8809146881103516, 0.11932011693716049]",1
以前不曾了解的部分，老师讲得清楚易懂，比如指针中的地址与变量值。,0,5.0,"['讲得', '易懂', '指针', '中', '地址', '变量值']",1.0,1,0.9978690582003225,1,"[0.9561812877655029, 0.045037731528282166]",1
讲的很好，需要慢慢消化,0,5.0,"['好', '慢慢', '消化']",1.0,1,0.9932966853124098,1,"[0.8594200015068054, 0.13800889253616333]",1
特别特别好,0,5.0,"['特别', '特别', '好']",1.0,1,0.7857010351830562,1,"[0.6780537962913513, 0.32247233390808105]",1
"老师讲的很好
",0,5.0,['好'],1.0,1,0.9741044489300115,1,"[0.9698387980461121, 0.030536506325006485]",1
深入浅出，浅显易懂。最好的C语言入门课程,0,5.0,"['深入浅出', '浅显易懂', '入门']",1.0,1,0.9932126875842121,1,"[0.9939308166503906, 0.005822490435093641]",1
我觉得老师讲的有详有略，简直就是授人以渔,0,5.0,"['详有略', '授人以渔']",1.0,1,0.2434608006586073,-1,"[0.34003910422325134, 0.6623148918151855]",-1
要反复琢磨,0,5.0,"['反复', '琢磨']",1.0,1,0.592266834584487,0,"[0.9927841424942017, 0.007041559088975191]",1
牛逼nbnb,0,5.0,"['牛', '逼']",1.0,1,0.6695688322456746,1,"[0.984531819820404, 0.01630098558962345]",1
"很不错，学到了很多
",0,5.0,"['不错', '学到']",1.0,1,0.9797131874562318,1,"[0.9390281438827515, 0.0642402172088623]",1
"很好。学到了很多
",0,5.0,"['好', '学到']",1.0,1,0.9368373578936264,1,"[0.9844865202903748, 0.014910767786204815]",1
"11
1111
",0,5.0,[],1.0,1,0.2541586131763489,-1,"[0.9876506924629211, 0.012466724961996078]",1
这门课，启发式教学，递进式提问，让学习者步步提升，不错！,0,4.0,"['这门', '课', '启发式', '教学', '递进', '式', '提问', '学习者', '步步', '提升', '不错']",1.0,1,0.9999602000851561,1,"[0.5114147067070007, 0.4920390844345093]",0
课程安排合理，老师教学质量高,0,4.0,"['安排', '教学质量', '高']",1.0,1,0.9949054072376481,1,"[0.9529765248298645, 0.046062976121902466]",1
确实很好哦,0,5.0,"['确实', '好']",1.0,1,0.8573986497226966,1,"[0.9916764497756958, 0.008670557290315628]",1
感觉收获很多,0,5.0,['收获'],1.0,1,0.8608703396968446,1,"[0.9960273504257202, 0.004026696551591158]",1
让我对c语言的学习更顺利了,0,5.0,"['语言', '顺利']",1.0,1,0.9140438349295603,1,"[0.9871616959571838, 0.012263378128409386]",1
讲的很生动 很经典,0,5.0,"['生动', '经典']",1.0,1,0.9857082108272621,1,"[0.9680758714675903, 0.03206382319331169]",1
老师的课还是挺好的,0,5.0,"['课', '好']",1.0,1,0.9879001186907018,1,"[0.9914454221725464, 0.008457726798951626]",1
666666,0,5.0,[],1.0,1,0.5,0,"[0.39708566665649414, 0.6056795716285706]",-1
感觉可以学到很多有关C语言的知识，老师讲的很好，对我学习帮助很大,0,5.0,"['学到', '知识', '好', '很大']",1.0,1,0.9995792727373747,1,"[0.9963416457176208, 0.0034239355009049177]",1
讲得很详细,0,5.0,"['讲得', '详细']",1.0,1,0.8347644171385679,1,"[0.9893664717674255, 0.010844724252820015]",1
谢谢老师制作这么好的课,0,5.0,"['谢谢', '制作', '好', '课']",1.0,1,0.9896132764080667,1,"[0.9886844754219055, 0.011491729877889156]",1
"非常棒的课程
",0,5.0,['棒'],1.0,1,0.9825109704798963,1,"[0.9949723482131958, 0.004801691044121981]",1
学不清楚 有些问题难以解决,0,4.0,"['学不', '难以解决']",1.0,1,0.3247827400963267,-1,"[0.9934913516044617, 0.0061000799760222435]",1
好，很好，，，,0,5.0,"['好', '好']",1.0,1,0.8816240244780634,1,"[0.9075886011123657, 0.09383101016283035]",1
能学习到很多知识，课程很丰富,0,5.0,['知识'],1.0,1,0.9965118787640281,1,"[0.9817684888839722, 0.01910548470914364]",1
挺好的。老师讲得很细致,0,5.0,"['好', '讲得', '细致']",1.0,1,0.9955494476517505,1,"[0.7536847591400146, 0.24913421273231506]",1
翁恺老师，我的男神,0,5.0,"['翁恺', '男神']",1.0,1,0.7606009338486748,1,"[0.9722869396209717, 0.027929997071623802]",1
冲冲冲冲冲冲 ,0,5.0,"['冲冲', '冲冲', '冲冲']",1.0,1,0.44767845850986854,0,"[0.5896185636520386, 0.41222891211509705]",0
老师讲的很仔细，也很容易理解。,0,5.0,"['仔细', '理解']",1.0,1,0.9888352841599809,1,"[0.9260191917419434, 0.07444745302200317]",1
"
.....
",0,5.0,[],1.0,1,0.36111111111111105,-1,"[0.7660775184631348, 0.23264198005199432]",1
感谢老师的课程,0,5.0,['感谢'],1.0,1,0.9771594032037031,1,"[0.9393788576126099, 0.06162365898489952]",1
good ！,0,4.0,[],1.0,1,0.44444444444444464,0,"[0.9946799874305725, 0.005220474675297737]",1
很不错，很棒,0,5.0,"['不错', '很棒']",1.0,1,0.9851479125894723,1,"[0.9743660688400269, 0.026773910969495773]",1
特别好学到了好多东西,0,5.0,"['特别', '好', '学到', '好多', '东西']",1.0,1,0.8862355606420024,1,"[0.9267604947090149, 0.07443945854902267]",1
很棒棒的哦,0,5.0,['棒棒'],1.0,1,0.991041740559166,1,"[0.9937765598297119, 0.006092668976634741]",1
讲课方式很好,0,5.0,"['讲课', '方式', '好']",1.0,1,0.8186293874888285,1,"[0.9633681178092957, 0.03709694743156433]",1
各方面讲解都很细致,0,5.0,"['讲解', '细致']",1.0,1,0.9884348636090214,1,"[0.9956817626953125, 0.004384103696793318]",1
"上课思路清晰，逻辑严密，课程安排由易到难，非常适合c语言入门，感谢翁恺老师
",0,5.0,"['上课', '思路清晰', '逻辑', '严密', '安排', '由易到难', '非常适合', '语言', '入门', '感谢', '翁恺']",1.0,1,0.9998914818825433,1,"[0.9990535378456116, 0.000935262767598033]",1
讲解细腻，练习配套，棒！,0,4.0,"['讲解', '细腻', '配套', '棒']",1.0,1,0.9988898139121927,1,"[0.7922720313072205, 0.20721788704395294]",1
每天打卡30分钟，希望可以继续坚持下去,0,4.0,"['打卡', '分钟', '希望', '坚持下去']",1.0,1,0.3115633730818399,-1,"[0.8775966167449951, 0.12348170578479767]",1
看完前一节，就不能回看了？,0,1.0,"['完前', '一节', '回看']",1.0,-1,0.7243921027630336,1,"[0.3204359710216522, 0.6824899911880493]",-1
老师讲的很细，而且可以反复看，超级好,0,5.0,"['细', '反复', '超级', '好']",1.0,1,0.9892962062217787,1,"[0.961280345916748, 0.03637915477156639]",1
就是有点听不懂,0,2.0,['听不懂'],1.0,-1,0.4283906502734164,0,"[0.22377879917621613, 0.777985692024231]",-1
真的收获颇多 ~！而且这是2014年录制的课程，我现在2020年才学，大学到底学了啥~,0,5.0,"['真的', '收获', '这是', '年', '录制', '年', '才学', '大学', '学']",1.0,1,0.9994384215580864,1,"[0.9941400289535522, 0.005790084134787321]",1
很涨知识，很棒,0,5.0,"['很涨', '知识', '很棒']",1.0,1,0.9933131116358154,1,"[0.9836980104446411, 0.0161700751632452]",1
棒棒棒！！！,0,5.0,"['棒棒', '棒']",1.0,1,0.9992560231065658,1,"[0.9938329458236694, 0.006276192143559456]",1
"printf(""Amazing Course!\n"");",0,5.0,[],1.0,1,0.4737672181921908,0,"[0.9933263063430786, 0.006934423930943012]",1
上课效果很好！,0,5.0,"['上课', '效果', '好']",1.0,1,0.9816463707100546,1,"[0.9963409304618835, 0.003631801810115576]",1
深入学习很好。,0,5.0,['好'],1.0,1,0.9414479697382372,1,"[0.568915843963623, 0.4377247095108032]",0
讲得很不错,0,5.0,"['讲得', '不错']",1.0,1,0.9493617076251437,1,"[0.9906446933746338, 0.008799722418189049]",1
FEICHANGDEBANG,0,5.0,[],1.0,1,0.5,0,"[0.6536695957183838, 0.347721129655838]",1
老师讲的很棒！,0,5.0,['很棒'],1.0,1,0.9855264988375029,1,"[0.966813862323761, 0.03486204519867897]",1
讲的非常详细，翁凯老师是我在MOOC上面见过的最负责任的老师了，每一节课都是精心准备过的，看的非常有条理非常舒服。,0,5.0,"['详细', '翁凯', '负责', '一节课', '精心', '有条理', '舒服']",1.0,1,0.9997550539823153,1,"[0.9925699830055237, 0.007916645146906376]",1
老师，要学透这门课是不是还要装linux系统？,0,4.0,"['要学透', '这门', '课', '装', '系统']",1.0,1,0.30486815153998637,-1,"[0.9639877676963806, 0.03522329032421112]",1
很喜欢这个老师授课   ,0,5.0,"['喜欢', '授课']",1.0,1,0.9621132625791592,1,"[0.9876312613487244, 0.01268077827990055]",1
讲解的很到位,0,4.0,"['讲解', '到位']",1.0,1,0.989710409029036,1,"[0.9747244119644165, 0.024647654965519905]",1
虽然我不是浙大的学生，但是我听了、看了翁老师的课确实受益匪浅,0,5.0,"['浙大', '学生', '听', '翁', '课', '确实', '受益匪浅']",1.0,1,0.9977407651948489,1,"[0.6989778280258179, 0.30368608236312866]",1
好好很棒很有收获,0,5.0,"['好好', '很棒', '收获']",1.0,1,0.9768013848924153,1,"[0.9839746356010437, 0.016051605343818665]",1
学到的内容足够我受益终生,0,1.0,"['学到', '足够', '受益', '终生']",1.0,-1,0.9979228350900968,1,"[0.4829239845275879, 0.5195207595825195]",0
飞速发展诗歌风格粗略奴家和,0,5.0,"['飞速发展', '诗歌', '风格', '粗略', '奴家']",1.0,1,0.9981496015313762,1,"[0.995826005935669, 0.00443529337644577]",1
"优秀，但习题可以在多一点
",0,1.0,"['优秀', '习题', '多一点']",1.0,-1,0.9672279306003956,1,"[0.9053410887718201, 0.09437189251184464]",1
生动形象，寓乐于学。,0,5.0,"['生动', '形象', '寓', '乐于', '学']",1.0,1,0.9746645339432479,1,"[0.9808891415596008, 0.018576938658952713]",1
翁老师的课真棒！,0,5.0,"['翁', '课', '真棒']",1.0,1,0.9013245841108762,1,"[0.992607593536377, 0.007307975087314844]",1
课程循序渐进，非常棒,0,5.0,"['循序渐进', '棒']",1.0,1,0.9934526267100333,1,"[0.9955155253410339, 0.004125027917325497]",1
很棒~NICE,0,5.0,['很棒'],1.0,1,0.8521129680229954,1,"[0.9869035482406616, 0.012904774397611618]",1
非常非常棒,0,5.0,['棒'],1.0,1,0.9504950495049506,1,"[0.9209862351417542, 0.07873985171318054]",1
老师讲解很全面,0,5.0,['讲解'],1.0,1,0.995373054684237,1,"[0.9764768481254578, 0.023939840495586395]",1
真的学到很多，以前的疑惑解开了,0,5.0,"['真的', '学到', '疑惑', '解开']",1.0,1,0.9817487282556019,1,"[0.9777373671531677, 0.021727778017520905]",1
"老师讲的很详细  很有帮助
",0,5.0,['详细'],1.0,1,0.9839301886608928,1,"[0.9897679686546326, 0.009637320414185524]",1
"老师讲得好好啊，能听懂，循序渐进，也挺深入的，但是到代码那一块就有点点懵逼了







",0,5.0,"['讲得', '好好', '听懂', '循序渐进', '代码', '一块', '点点', '懵', '逼']",1.0,1,0.9980412180084789,1,"[0.9466829895973206, 0.05322866141796112]",1
温故而知新！翁老师讲的是真的好，感谢翁老师,0,5.0,"['温故而知新', '翁', '真的', '好', '感谢', '翁']",1.0,1,0.9979598514344473,1,"[0.9969449639320374, 0.003213019110262394]",1
"我觉得还好吧
",0,5.0,['还好'],1.0,1,0.6986352350530262,1,"[0.47225674986839294, 0.5229244232177734]",0
真的很不错,0,5.0,"['真的', '不错']",1.0,1,0.9421514967904675,1,"[0.9069778323173523, 0.09580492228269577]",1
非常棒，老师讲的特别的精髓,0,5.0,"['棒', '特别', '精髓']",1.0,1,0.9984343361865124,1,"[0.9564237594604492, 0.04150652512907982]",1
一个非常棒的C语言进阶课程,0,5.0,"['棒', '进阶']",1.0,1,0.9859173475518971,1,"[0.9833620190620422, 0.016646280884742737]",1
讲的挺好，新手一遍听不懂建议多听几遍,0,5.0,"['好', '新手', '一遍', '听不懂', '建议', '听', '几遍']",1.0,1,0.9345007314979829,1,"[0.9782111644744873, 0.021931763738393784]",1
"非常不错，老师敢讲敢说，开课八次了都，说明真的经典
",0,5.0,"['不错', '敢讲', '说', '开课', '八次', '真的', '经典']",1.0,1,0.9156174640506449,1,"[0.985779881477356, 0.013558520004153252]",1
"实在是超级棒的课程
",0,5.0,"['实在', '超级', '棒']",1.0,1,0.8220431449907368,1,"[0.9927760362625122, 0.006823783740401268]",1
好课程，太值得学了,0,5.0,"['好', '值得', '学了']",1.0,1,0.946714519312517,1,"[0.9732728004455566, 0.027681009843945503]",1
能和翁老师学习的更多,0,5.0,['翁'],1.0,1,0.9779847724791018,1,"[0.9823566675186157, 0.017467346042394638]",1
fighting,0,5.0,[],1.0,1,0.5,0,"[0.5906502604484558, 0.4112418293952942]",0
"可以非常好
",0,5.0,['好'],1.0,1,0.6558628208940429,1,"[0.9621710181236267, 0.03758030757308006]",1
课程很棒呀,0,5.0,['很棒'],1.0,1,0.9493060861512692,1,"[0.9914706349372864, 0.008016182109713554]",1
真的很有用,0,5.0,"['真的', '有用']",1.0,1,0.7445898084101009,1,"[0.9849095940589905, 0.014449610374867916]",1
老师讲的不错！,0,5.0,['不错'],1.0,1,0.9850791436641295,1,"[0.9723349809646606, 0.02787146531045437]",1
翁恺老师讲的很详细,0,5.0,"['翁恺', '详细']",1.0,1,0.9413514801803698,1,"[0.9709205627441406, 0.029670819640159607]",1
相当牛逼，希望出一套计算机核心课程系列，帮助非科班同学转行,0,5.0,"['牛', '逼', '希望', '一套', '计算机', '核心', '系列', '非', '科班', '转行']",1.0,1,0.9998144386700027,1,"[0.9935338497161865, 0.006645874120295048]",1
老师讲的很好！,0,5.0,['好'],1.0,1,0.9741044489300115,1,"[0.9862707853317261, 0.013222821988165379]",1
"。。。。。
",0,5.0,[],1.0,1,0.375,-1,"[0.23750515282154083, 0.7663120031356812]",-1
课程新颖，内容新颖,0,5.0,"['新颖', '新颖']",1.0,1,0.9327690809659059,1,"[0.25208956003189087, 0.7486637234687805]",-1
"赞，翁恺老师出品，必属精品
",0,5.0,"['赞', '翁恺', '出品', '必属', '精品']",1.0,1,0.9986236040362129,1,"[0.9950658082962036, 0.004914169665426016]",1
翁恺老师讲得特别好啊，想当他的学生哈哈哈,0,5.0,"['翁恺', '讲得', '特别', '好', '想', '学生', '哈哈哈']",1.0,1,0.9946744419902656,1,"[0.9673798084259033, 0.03376389294862747]",1
翁老师讲的特别好，之前在学校C语言课上薄弱的知识点，在本次课的学习中得到了加强。,0,5.0,"['翁', '特别', '好', '学校', '课上', '薄弱', '知识点', '本次', '课', '中']",1.0,1,0.9999936785170711,1,"[0.9970013499259949, 0.0030780299566686153]",1
老师讲课很清晰仔细 就是感觉没有入门课程时那么多的题演示给我们看了,0,4.0,"['讲课', '清晰', '仔细', '入门', '时', '题', '演示']",1.0,1,0.9999042688693188,1,"[0.9826704859733582, 0.016272375360131264]",1
无敌棒呀这是,0,5.0,"['无敌', '棒']",1.0,1,0.994432674545011,1,"[0.9922480583190918, 0.007755374535918236]",1
值得推荐的课程！,0,5.0,"['值得', '推荐']",1.0,1,0.9325119848460676,1,"[0.9932847023010254, 0.006535917054861784]",1
以前特别不喜欢写程序，上翁老师的课就没有那摩排斥了,0,5.0,"['特别', '喜欢', '写', '程序', '上翁', '课', '那摩', '排斥']",1.0,1,0.9949302466418313,1,"[0.07605545222759247, 0.9241734743118286]",-1
"翁恺老师还需要评价吗？
",0,5.0,"['翁恺', '评价']",1.0,1,0.7430324664251812,1,"[0.9812907576560974, 0.01853852905333042]",1
我很喜欢这门课,0,5.0,"['喜欢', '这门', '课']",1.0,1,0.8849107310751774,1,"[0.09480327367782593, 0.9083955883979797]",-1
感觉讲的很好的,0,5.0,['好'],1.0,1,0.8628781455625764,1,"[0.9498974680900574, 0.04897160083055496]",1
受益匪浅，继续加油！,0,5.0,"['受益匪浅', '加油']",1.0,1,0.9885686573951097,1,"[0.9749459028244019, 0.024245157837867737]",1
这门课不错！,0,5.0,"['这门', '课', '不错']",1.0,1,0.9170163112616282,1,"[0.9881961941719055, 0.01207282766699791]",1
dfhgdf ,0,5.0,[],1.0,1,0.5,0,"[0.5805663466453552, 0.42291346192359924]",0
翁恺等我！！！！！！！男神等我！！！！！,0,5.0,"['翁恺', '男神']",1.0,1,0.01088080685497994,-1,"[0.9956091046333313, 0.004336967598646879]",1
翁老师的课简直太棒了！！！！！！！！！！！！,0,5.0,"['翁', '课', '太棒了']",1.0,1,0.7562095014402826,1,"[0.9930052161216736, 0.007056073751300573]",1
很不错的！,0,5.0,['不错'],1.0,1,0.9200760629671317,1,"[0.9879641532897949, 0.011982795782387257]",1
受益匪浅。,0,5.0,['受益匪浅'],1.0,1,0.9100000000000001,1,"[0.7783800959587097, 0.22441066801548004]",1
很棒，学到了很多，老师讲的很好,0,5.0,"['很棒', '学到', '好']",1.0,1,0.998901406819126,1,"[0.9936531782150269, 0.005851604975759983]",1
讲的很细，同时也会在原有的基础上进行拓展举例，时间还不是很长，让人很容易理解,0,4.0,"['细', '原有', '基础', '拓展', '举例', '时间', '很长', '理解']",1.0,1,0.9967403110659202,1,"[0.9951043128967285, 0.004722251556813717]",1
看了老师的C语言入门课程来的，老师讲的很棒,0,5.0,"['入门', '很棒']",1.0,1,0.9985532924783143,1,"[0.9894508719444275, 0.010196097195148468]",1
"1.要是老师或者助教能多和学员及时沟通就好了。
2.查找自己的讨论区留言似乎不大方便，怎么快速浏览？",0,5.0,"['助教', '学员', '沟通', '好', '查找', '讨论区', '留言', '快速', '浏览']",1.0,1,0.982829853666352,1,"[0.9638895392417908, 0.03599187731742859]",1
重点突出，老师讲课风格简洁帅气！,0,5.0,"['重点', '讲课', '风格', '简洁', '帅气']",1.0,1,0.9994141668998966,1,"[0.559161901473999, 0.4433092474937439]",0
内容深入浅出，老师讲的很彻底，每节课的时间分布合理，很棒的课！,0,5.0,"['深入浅出', '每节课', '时间', '分布', '很棒', '课']",1.0,1,0.9999339924539886,1,"[0.9808293581008911, 0.01947271078824997]",1
老师很好。,0,5.0,['好'],1.0,1,0.9585027983514348,1,"[0.971129834651947, 0.03081762231886387]",1
老师讲课风格非常舒服，内容简单易懂,0,5.0,"['讲课', '风格', '舒服', '简单', '易懂']",1.0,1,0.9837608747311495,1,"[0.9938074946403503, 0.006613052450120449]",1
要开课啦，我是看你课入门的，继续跟了，我是你的粉丝,0,5.0,"['开课', '课', '入门', '粉丝']",1.0,1,0.946052688025494,1,"[0.988034188747406, 0.012168020941317081]",1
可以啊啊啊啊,0,5.0,['啊啊啊'],1.0,1,0.890142453148024,1,"[0.6993386745452881, 0.30368930101394653]",1
老师讲课循循善诱，很容易理解,0,5.0,"['讲课', '循循善诱', '理解']",1.0,1,0.9991415639113592,1,"[0.9932736158370972, 0.006548773031681776]",1
非常清晰明了,0,5.0,"['清晰', '明']",1.0,1,0.8520928219832807,1,"[0.9940961599349976, 0.00596806313842535]",1
老师讲的很有趣,0,5.0,['有趣'],1.0,1,0.9863094349897266,1,"[0.9845424890518188, 0.014872588217258453]",1
老师好皮呀！哈哈哈,0,5.0,"['好皮', '哈哈哈']",1.0,1,0.9873560040898022,1,"[0.9712527394294739, 0.027453910559415817]",1
很不错，讲解很仔细,0,5.0,"['不错', '讲解', '仔细']",1.0,1,0.9977564188532166,1,"[0.9663601517677307, 0.032148513942956924]",1
